name,id,recclass,mass,fall,year,reclat,reclong,point coordinates
Kukschin,12368,L6,2250.0,Fell,1938-01-01,51.15,31.7,"[51.15, 31.7]"
Kulak,12369,L5,453.6,Fell,1961-01-01,30.73111,66.80222,"[30.73111, 66.80222]"
Kuleschovka,12370,L6,6000.0,Fell,1811-01-01,50.75,33.5,"[50.75, 33.5]"
Kulp,12373,H6,3719.0,Fell,1906-01-01,41.11667,45.0,"[41.11667, 45.0]"
Kunashak,12377,L6,200000.0,Fell,1949-01-01,55.78333,61.36667,"[55.78333, 61.36667]"
Kunya-Urgench,12379,H5,1100000.0,Fell,1998-01-01,42.25,59.2,"[42.25, 59.2]"
Kushiike,12381,OC,4460.0,Fell,1920-01-01,37.05,138.38333,"[37.05, 138.38333]"
Kusiali,12382,L6,5.0,Fell,1860-01-01,29.68333,78.38333,"[29.68333, 78.38333]"
Kutais,12383,H5,23.0,Fell,1977-01-01,44.51667,39.3,"[44.51667, 39.3]"
Kuttippuram,12384,L6,45000.0,Fell,1914-01-01,10.83333,76.03333,"[10.83333, 76.03333]"
Kuznetzovo,12385,L6,4047.0,Fell,1932-01-01,55.2,75.33333,"[55.2, 75.33333]"
Kyushu,12390,L6,45000.0,Fell,1886-01-01,32.03333,130.63333,"[32.03333, 130.63333]"
La Bécasse,12392,L6,2800.0,Fell,1879-01-01,47.08333,1.75,"[47.08333, 1.75]"
La Charca,12394,OC,399.0,Fell,1878-01-01,20.66667,-101.28333,"[20.66667, -101.28333]"
La Colina,12395,H5,2000.0,Fell,1924-01-01,-37.33333,-61.53333,"[-37.33333, -61.53333]"
La Criolla,12396,L6,45000.0,Fell,1985-01-01,-31.23333,-58.16667,"[-31.23333, -58.16667]"
Laborel,12408,H5,3833.0,Fell,1871-01-01,44.28333,5.58333,"[44.28333, 5.58333]"
Lahrauli,12433,Ureilite,900.0,Fell,1955-01-01,26.78333,82.71667,"[26.78333, 82.71667]"
L'Aigle,12434,L6,37000.0,Fell,1803-01-01,48.76667,0.63333,"[48.76667, 0.63333]"
Lakangaon,12435,Eucrite-mmict,212.5,Fell,1910-01-01,21.86667,76.03333,"[21.86667, 76.03333]"
Lalitpur,12451,L6,372.0,Fell,1887-01-01,24.45,78.56667,"[24.45, 78.56667]"
Lancé,12455,CO3.5,51700.0,Fell,1872-01-01,47.7,1.06667,"[47.7, 1.06667]"
Lancon,12456,H6,7000.0,Fell,1897-01-01,43.75,5.11667,"[43.75, 5.11667]"
Långhalsen,12461,L6,2300.0,Fell,1947-01-01,58.85,16.73333,"[58.85, 16.73333]"
Lanxi,12464,L6,1282.0,Fell,1986-01-01,46.24167,126.19611,"[46.24167, 126.19611]"
Lanzenkirchen,12465,L4,7000.0,Fell,1925-01-01,47.75,16.23333,"[47.75, 16.23333]"
Laochenzhen,12466,H5,14250.0,Fell,1987-01-01,33.13333,115.16667,"[33.13333, 115.16667]"
Launton,12740,L6,1060.0,Fell,1830-01-01,51.9,-1.11667,"[51.9, -1.11667]"
Lavrentievka,12743,L6,800.0,Fell,1938-01-01,52.45,51.56667,"[52.45, 51.56667]"
Le Pressoir,12748,H5,3000.0,Fell,1845-01-01,47.16667,0.43333,"[47.16667, 0.43333]"
Le Teilleul,12749,Howardite,780.0,Fell,1845-01-01,48.53333,-0.86667,"[48.53333, -0.86667]"
Leedey,12755,L6,51500.0,Fell,1943-01-01,35.88333,-99.33333,"[35.88333, -99.33333]"
Leeuwfontein,12756,L6,460.0,Fell,1912-01-01,-25.66667,28.36667,"[-25.66667, 28.36667]"
Leighlinbridge,12759,L6,271.4,Fell,1999-01-01,52.66667,-6.96667,"[52.66667, -6.96667]"
Leighton,12760,H5,877.0,Fell,1907-01-01,34.58333,-87.5,"[34.58333, -87.5]"
Leonovka,12765,L6,700.0,Fell,1900-01-01,52.26667,32.85,"[52.26667, 32.85]"
Les Ormes,12769,L6,125.0,Fell,1857-01-01,48.35,3.25,"[48.35, 3.25]"
Lesves,12772,L6,2000.0,Fell,1896-01-01,50.36667,4.73333,"[50.36667, 4.73333]"
Lichtenberg,14646,H6,4000.0,Fell,1973-01-01,-26.15,26.18333,"[-26.15, 26.18333]"
Lillaverke,14650,H5,6862.0,Fell,1930-01-01,56.65,15.86667,"[56.65, 15.86667]"
Limerick,14652,H5,50000.0,Fell,1813-01-01,52.56667,-8.78333,"[52.56667, -8.78333]"
Linum,14655,L6,1862.0,Fell,1854-01-01,52.75,12.9,"[52.75, 12.9]"
Lishui,14659,L5,498.0,Fell,1978-01-01,31.63333,118.98333,"[31.63333, 118.98333]"
Lissa,14661,L6,12800.0,Fell,1808-01-01,50.2,14.85,"[50.2, 14.85]"
Little Piney,14664,L5,491.0,Fell,1839-01-01,37.91667,-92.08333,"[37.91667, -92.08333]"
Lixna,14670,H4,5213.0,Fell,1820-01-01,56.0,26.43333,"[56.0, 26.43333]"
Lodran,14675,Lodranite,1000.0,Fell,1868-01-01,29.53333,71.8,"[29.53333, 71.8]"
Lohawat,14678,Howardite,40000.0,Fell,1994-01-01,26.96556,72.62667,"[26.96556, 72.62667]"
Lorton,52843,L6,329.7,Fell,2010-01-01,38.70066,-77.21163,"[38.70066, -77.21163]"
Los Martinez,14708,L6,25.0,Fell,1894-01-01,38.0,-0.83333,"[38.0, -0.83333]"
Lost City,14711,H5,17000.0,Fell,1970-01-01,36.00833,-95.15,"[36.00833, -95.15]"
Louisville,14716,L6,1300.0,Fell,1977-01-01,38.25,-85.75,"[38.25, -85.75]"
Łowicz,14718,Mesosiderite-A3,59000.0,Fell,1935-01-01,52.0,19.91667,"[52.0, 19.91667]"
Lua,14721,L5,9241.0,Fell,1926-01-01,24.95,75.15,"[24.95, 75.15]"
Lucé,14724,L6,3500.0,Fell,1768-01-01,47.85,0.48333,"[47.85, 0.48333]"
Lumpkin,14753,L6,340.0,Fell,1869-01-01,32.03333,-84.76667,"[32.03333, -84.76667]"
Lunan,14754,H6,2520.0,Fell,1980-01-01,24.8,103.3,"[24.8, 103.3]"
Lundsgård,14755,L6,11000.0,Fell,1889-01-01,56.21667,13.03333,"[56.21667, 13.03333]"
Luotolax,14756,Howardite,885.0,Fell,1813-01-01,61.2,27.7,"[61.2, 27.7]"
Luponnas,14757,H3-5,14000.0,Fell,1753-01-01,46.21667,5.0,"[46.21667, 5.0]"
Mabwe-Khoywa,14764,L5,540.0,Fell,1937-01-01,19.0,97.0,"[19.0, 97.0]"
Macau,15370,H5,1500.0,Fell,1836-01-01,-5.2,-36.66667,"[-5.2, -36.66667]"
Machinga,15371,L6,93200.0,Fell,1981-01-01,-15.21222,35.24222,"[-15.21222, 35.24222]"
Macibini,15372,Eucrite-pmict,1995.0,Fell,1936-01-01,-28.83333,31.95,"[-28.83333, 31.95]"
Madhipura,15379,L,1000.0,Fell,1950-01-01,25.91667,86.36667,"[25.91667, 86.36667]"
Madiun,15380,L6,400.0,Fell,1935-01-01,-7.75,111.53333,"[-7.75, 111.53333]"
Madrid,15382,L6,400.0,Fell,1896-01-01,40.41667,-3.71667,"[40.41667, -3.71667]"
Mafra,15383,L3-4,600.0,Fell,1941-01-01,-26.16667,-49.93333,"[-26.16667, -49.93333]"
Magnesia,15386,"Iron, IAB-sHL",5000.0,Fell,1899-01-01,37.86667,27.51667,"[37.86667, 27.51667]"
Magombedze,15387,H3-5,666.6,Fell,1990-01-01,-19.48333,31.65,"[-19.48333, 31.65]"
Mahadevpur,47361,H4/5,70500.0,Fell,2007-01-01,27.66667,95.78333,"[27.66667, 95.78333]"
Maigatari-Danduma,30751,H5/6,4629.0,Fell,2004-01-01,12.83333,9.38333,"[12.83333, 9.38333]"
Malaga,15393,OC,150.0,Fell,1933-01-01,32.21667,-104.0,"[32.21667, -104.0]"
Malakal,15394,L5,2000.0,Fell,1970-01-01,9.5,31.75,"[9.5, 31.75]"
Malampaka,15395,H,470.0,Fell,1930-01-01,-3.13333,33.51667,"[-3.13333, 33.51667]"
Malvern,15400,Eucrite-pmict,807.0,Fell,1933-01-01,-29.45,26.76667,"[-29.45, 26.76667]"
Mamra Springs,15401,L6,1000.0,Fell,1927-01-01,45.21667,62.08333,"[45.21667, 62.08333]"
Manbhoom,15402,LL6,1700.0,Fell,1863-01-01,23.05,86.7,"[23.05, 86.7]"
Manegaon,15403,Diogenite,50.0,Fell,1843-01-01,20.96667,76.1,"[20.96667, 76.1]"
Mangwendi,15405,LL6,22300.0,Fell,1934-01-01,-17.65,31.6,"[-17.65, 31.6]"
Manych,15409,LL3.4,3555.0,Fell,1951-01-01,45.81667,44.63333,"[45.81667, 44.63333]"
Mardan,15414,H5,4500.0,Fell,1948-01-01,34.23333,72.08333,"[34.23333, 72.08333]"
Mariaville,15419,Iron,340.0,Fell,1898-01-01,42.71667,-99.38333,"[42.71667, -99.38333]"
Maribo,48973,CM2,25.81,Fell,2009-01-01,54.76183,11.46745,"[54.76183, 11.46745]"
Maridi,15421,H6,3200.0,Fell,1941-01-01,4.66667,29.25,"[4.66667, 29.25]"
Marilia,15422,H4,2500.0,Fell,1971-01-01,-22.25,-49.93333,"[-22.25, -49.93333]"
Marion (Iowa),15424,L6,28400.0,Fell,1847-01-01,41.9,-91.6,"[41.9, -91.6]"
Marjalahti,15426,"Pallasite, PMG",45000.0,Fell,1902-01-01,61.5,30.5,"[61.5, 30.5]"
Marmande,15429,L5,3000.0,Fell,1848-01-01,44.5,0.15,"[44.5, 0.15]"
Maromandia,15430,L6,6000.0,Fell,2002-01-01,-14.2,48.1,"[-14.2, 48.1]"
Maryville,15436,L6,1443.0,Fell,1983-01-01,35.8,-84.1,"[35.8, -84.1]"
Mascombes,15438,L6,1000.0,Fell,1836-01-01,45.36667,1.86667,"[45.36667, 1.86667]"
Mason Gully,53653,H5,24.54,Fell,2010-01-01,0.0,0.0,"[0.0, 0.0]"
Mässing,15443,Howardite,1600.0,Fell,1803-01-01,48.13333,12.61667,"[48.13333, 12.61667]"
Mauerkirchen,15446,L6,19000.0,Fell,1768-01-01,48.18333,13.13333,"[48.18333, 13.13333]"
Mauritius,15447,L6,220.0,Fell,1801-01-01,-20.0,57.0,"[-20.0, 57.0]"
Mayo Belwa,15451,Aubrite,4850.0,Fell,1974-01-01,8.96667,12.08333,"[8.96667, 12.08333]"
Mazapil,15453,"Iron, IAB-sLL",4000.0,Fell,1885-01-01,24.68333,-101.68333,"[24.68333, -101.68333]"
Maziba,15454,L6,4975.0,Fell,1942-01-01,-1.21667,30.0,"[-1.21667, 30.0]"
Mbale,15455,L5/6,150000.0,Fell,1992-01-01,1.06667,34.16667,"[1.06667, 34.16667]"
Medanitos,15467,Eucrite-cm,31.0,Fell,1953-01-01,-27.25,-67.5,"[-27.25, -67.5]"
Meerut,15469,H5,22.0,Fell,1861-01-01,29.01667,77.8,"[29.01667, 77.8]"
Meester-Cornelis,15470,H5,24750.0,Fell,1915-01-01,-6.23333,106.88333,"[-6.23333, 106.88333]"
Menow,15485,H4,10500.0,Fell,1862-01-01,53.18333,13.15,"[53.18333, 13.15]"
Menziswyl,15486,L5,28.9,Fell,1903-01-01,46.81867,7.21817,"[46.81867, 7.21817]"
Mern,15489,L6,4000.0,Fell,1878-01-01,55.05,12.06667,"[55.05, 12.06667]"
Meru,15491,LL6,6000.0,Fell,1945-01-01,0.0,37.66667,"[0.0, 37.66667]"
Merua,15492,H5,71400.0,Fell,1920-01-01,25.48333,81.98333,"[25.48333, 81.98333]"
Messina,15495,L5,2405.0,Fell,1955-01-01,38.18333,15.56667,"[38.18333, 15.56667]"
Meuselbach,16626,L6,870.0,Fell,1897-01-01,50.58333,11.1,"[50.58333, 11.1]"
Mezel,16627,L6,1300.0,Fell,1949-01-01,45.76667,3.25,"[45.76667, 3.25]"
Mezö-Madaras,16628,L3.7,22700.0,Fell,1852-01-01,46.5,25.73333,"[46.5, 25.73333]"
Mhow,16629,L6,350.0,Fell,1827-01-01,25.9,83.61667,"[25.9, 83.61667]"
Mianchi,16631,H5,1100.0,Fell,1980-01-01,34.8,111.7,"[34.8, 111.7]"
Middlesbrough,16632,L6,1600.0,Fell,1881-01-01,54.56667,-1.16667,"[54.56667, -1.16667]"
Mifflin,52090,L5,3584.0,Fell,2010-01-01,42.9075,-90.36556,"[42.9075, -90.36556]"
Mighei,16634,CM2,8000.0,Fell,1889-01-01,48.06667,30.96667,"[48.06667, 30.96667]"
Mihonoseki,16635,L6,6380.0,Fell,1992-01-01,35.56833,133.22,"[35.56833, 133.22]"
Mike,16636,L6,224.2,Fell,1944-01-01,46.23333,17.53333,"[46.23333, 17.53333]"
Milena,16640,L6,10000.0,Fell,1842-01-01,46.18333,16.1,"[46.18333, 16.1]"
Millbillillie,16643,Eucrite-mmict,330000.0,Fell,1960-01-01,-26.45,120.36667,"[-26.45, 120.36667]"
Miller (Arkansas),16645,H5,16700.0,Fell,1930-01-01,35.4,-92.05,"[35.4, -92.05]"
Minamino,16692,L,1040.0,Fell,1632-01-01,35.07833,136.93333,"[35.07833, 136.93333]"
Mineo,16696,Pallasite,42.0,Fell,1826-01-01,37.28333,14.7,"[37.28333, 14.7]"
Min-Fan-Zhun,16697,LL6,5500.0,Fell,1952-01-01,32.33333,120.66667,"[32.33333, 120.66667]"
Minnichhof,16700,OC,550.0,Fell,1905-01-01,47.7,16.6,"[47.7, 16.6]"
Mirzapur,16701,L5,8510.0,Fell,1910-01-01,25.68333,83.25,"[25.68333, 83.25]"
Misshof,16703,H5,5800.0,Fell,1890-01-01,56.66667,23.0,"[56.66667, 23.0]"
Mjelleim,16707,H,100.7,Fell,1898-01-01,61.73333,5.93333,"[61.73333, 5.93333]"
Mocs,16709,L5-6,300000.0,Fell,1882-01-01,46.8,24.03333,"[46.8, 24.03333]"
Modoc (1905),16711,L6,35000.0,Fell,1905-01-01,38.5,-101.1,"[38.5, -101.1]"
Mokoia,16713,CV3,4500.0,Fell,1908-01-01,-39.63333,174.4,"[-39.63333, 174.4]"
Molina,16715,H5,144000.0,Fell,1858-01-01,38.11667,-1.16667,"[38.11667, -1.16667]"
Molteno,16717,Howardite,150.0,Fell,1953-01-01,-31.25,26.46667,"[-31.25, 26.46667]"
Monahans (1998),16719,H5,2587.0,Fell,1998-01-01,31.60833,-102.85833,"[31.60833, -102.85833]"
Monroe,16720,H4,8600.0,Fell,1849-01-01,35.25,-80.5,"[35.25, -80.5]"
Monte das Fortes,16725,L5,4885.0,Fell,1950-01-01,38.01667,-8.25,"[38.01667, -8.25]"
Monte Milone,16726,L5,3130.0,Fell,1846-01-01,43.26667,13.35,"[43.26667, 13.35]"
Montferré,16727,H5,149000.0,Fell,1923-01-01,43.39056,1.9625,"[43.39056, 1.9625]"
Montlivault,16729,L6,500.0,Fell,1838-01-01,47.63333,1.58333,"[47.63333, 1.58333]"
Moore County,16736,Eucrite-cm,1880.0,Fell,1913-01-01,35.41667,-79.38333,"[35.41667, -79.38333]"
Mooresfort,16737,H5,3520.0,Fell,1810-01-01,52.45,-8.33333,"[52.45, -8.33333]"
Moorleah,16738,L6,8887.5,Fell,1930-01-01,-40.975,145.6,"[-40.975, 145.6]"
Moradabad,16740,L6,70.0,Fell,1808-01-01,28.78333,78.83333,"[28.78333, 78.83333]"
Morávka,16742,H5,633.0,Fell,2000-01-01,49.6,18.53333,"[49.6, 18.53333]"
Mornans,16747,H5,1300.0,Fell,1875-01-01,44.6,5.13333,"[44.6, 5.13333]"
Moss,36592,CO3.6,3763.0,Fell,2006-01-01,59.43333,10.7,"[59.43333, 10.7]"
Moti-ka-nagla,16759,H6,1500.0,Fell,1868-01-01,26.83333,77.33333,"[26.83333, 77.33333]"
Motta di Conti,16762,H4,9150.0,Fell,1868-01-01,45.2,8.5,"[45.2, 8.5]"
Mount Browne,16766,H6,11300.0,Fell,1902-01-01,-29.8,141.7,"[-29.8, 141.7]"
Mount Tazerzait,16804,L5,110000.0,Fell,1991-01-01,18.7,4.8,"[18.7, 4.8]"
Mount Vaisi,16805,Stone-uncl,17000.0,Fell,1637-01-01,44.08333,6.86667,"[44.08333, 6.86667]"
Mtola,16820,Stone-uncl,1100.0,Fell,1944-01-01,-11.5,33.5,"[-11.5, 33.5]"
Muddoor,16841,L5,4400.0,Fell,1865-01-01,12.63333,77.01667,"[12.63333, 77.01667]"
Mulletiwu,16851,L,25.5,Fell,1795-01-01,9.33333,80.83333,"[9.33333, 80.83333]"
Muraid,16874,L6,4703.0,Fell,1924-01-01,24.5,90.21667,"[24.5, 90.21667]"
Murchison,16875,CM2,100000.0,Fell,1969-01-01,-36.61667,145.2,"[-36.61667, 145.2]"
Murray,16882,CM2,12600.0,Fell,1950-01-01,36.6,-88.1,"[36.6, -88.1]"
Muzaffarpur,16885,"Iron, IAB-sHL",1245.0,Fell,1964-01-01,26.13333,85.53333,"[26.13333, 85.53333]"
Nadiabondi,16889,H5,8165.0,Fell,1956-01-01,12.0,1.0,"[12.0, 1.0]"
Nagai,16890,L6,1810.0,Fell,1922-01-01,38.12167,140.06167,"[38.12167, 140.06167]"
Nagaria,16892,Eucrite-cm,20.0,Fell,1875-01-01,26.98333,78.21667,"[26.98333, 78.21667]"
Nagy-Borové,16893,L5,6100.0,Fell,1895-01-01,49.16667,19.5,"[49.16667, 19.5]"
Nakhla,16898,Martian (nakhlite),10000.0,Fell,1911-01-01,31.31667,30.35,"[31.31667, 30.35]"
Nakhon Pathom,16899,L6,23200.0,Fell,1923-01-01,13.73333,100.08333,"[13.73333, 100.08333]"
Nammianthal,16902,H5,4500.0,Fell,1886-01-01,12.28333,79.2,"[12.28333, 79.2]"
Nan Yang Pao,16903,L6,52900.0,Fell,1917-01-01,35.66667,103.5,"[35.66667, 103.5]"
Nanjemoy,16904,H6,7500.0,Fell,1825-01-01,38.41667,-77.16667,"[38.41667, -77.16667]"
Nantong,16907,H6,529.0,Fell,1984-01-01,32.11667,121.8,"[32.11667, 121.8]"
Naoki,16908,H6,17000.0,Fell,1928-01-01,19.25,77.0,"[19.25, 77.0]"
Naragh,16909,H6,2700.0,Fell,1974-01-01,33.75,51.5,"[33.75, 51.5]"
Narellan,16912,L6,367.5,Fell,1928-01-01,-34.05,150.68889,"[-34.05, 150.68889]"
Nassirah,16922,H4,347.0,Fell,1936-01-01,-21.73333,165.9,"[-21.73333, 165.9]"
Nawapali,16927,CM2,105.0,Fell,1890-01-01,21.25,83.66667,"[21.25, 83.66667]"
Neagari,16934,L6,420.0,Fell,1995-01-01,36.44917,136.46528,"[36.44917, 136.46528]"
Nedagolla,16935,"Iron, ungrouped",4500.0,Fell,1870-01-01,18.68333,83.48333,"[18.68333, 83.48333]"
Nejo,16941,L6,2450.0,Fell,1970-01-01,9.5,35.33333,"[9.5, 35.33333]"
Nerft,16945,L6,10250.0,Fell,1864-01-01,56.5,21.5,"[56.5, 21.5]"
Neuschwanstein,16950,EL6,6189.0,Fell,2002-01-01,47.525,10.80833,"[47.525, 10.80833]"
New Concord,16953,L6,230000.0,Fell,1860-01-01,40.0,-81.76667,"[40.0, -81.76667]"
New Halfa,16954,L4,12000.0,Fell,1994-01-01,15.36667,35.68333,"[15.36667, 35.68333]"
New Orleans,16960,H5,19256.0,Fell,2003-01-01,29.94718,-90.10976,"[29.94718, -90.10976]"
Ngawi,16966,LL3.6,1393.0,Fell,1883-01-01,-7.45,111.41667,"[-7.45, 111.41667]"
N'Goureyma,16968,"Iron, ungrouped",37500.0,Fell,1900-01-01,13.85,-4.38333,"[13.85, -4.38333]"
Nikolaevka,16976,H4,3996.0,Fell,1935-01-01,52.45,78.63333,"[52.45, 78.63333]"
Nikolskoe,16977,L4,6000.0,Fell,1954-01-01,56.11667,37.33333,"[56.11667, 37.33333]"
Ningbo,16980,"Iron, IVA",14250.0,Fell,1975-01-01,29.86667,121.48333,"[29.86667, 121.48333]"
Ningqiang,16981,C3-ung,4610.0,Fell,1983-01-01,32.925,105.90667,"[32.925, 105.90667]"
Nio,16982,H3-4,467.0,Fell,1897-01-01,34.2,131.56667,"[34.2, 131.56667]"
N'Kandhla,16983,"Iron, IID",17200.0,Fell,1912-01-01,-28.56667,30.7,"[-28.56667, 30.7]"
Nobleborough,16984,Eucrite-pmict,2300.0,Fell,1823-01-01,44.08333,-69.48333,"[44.08333, -69.48333]"
Noblesville,16985,H4-6,483.7,Fell,1991-01-01,40.08528,-86.055,"[40.08528, -86.055]"
Nogata,16988,L6,472.0,Fell,0861-01-01,33.725,130.75,"[33.725, 130.75]"
Nogoya,16989,CM2,4000.0,Fell,1879-01-01,-32.36667,-59.83333,"[-32.36667, -59.83333]"
Norfork,16994,"Iron, IIIAB",1050.0,Fell,1918-01-01,36.21667,-92.26667,"[36.21667, -92.26667]"
Norton County,17922,Aubrite,1100000.0,Fell,1948-01-01,39.68333,-99.86667,"[39.68333, -99.86667]"
Noventa Vicentina,17930,H4,177.0,Fell,1971-01-01,45.29167,11.52722,"[45.29167, 11.52722]"
Novo-Urei,17933,Ureilite,1900.0,Fell,1886-01-01,54.81667,46.0,"[54.81667, 46.0]"
Novy-Projekt,17935,OC,1001.0,Fell,1908-01-01,56.0,22.0,"[56.0, 22.0]"
Noyan-Bogdo,17936,L6,250.0,Fell,1933-01-01,42.91667,102.46667,"[42.91667, 102.46667]"
Nuevo Mercurio,17938,H5,50000.0,Fell,1978-01-01,24.3,-102.13333,"[24.3, -102.13333]"
Nulles,17959,H6,5000.0,Fell,1851-01-01,41.63333,0.75,"[41.63333, 0.75]"
Numakai,17960,H4,363.0,Fell,1925-01-01,43.33333,141.86667,"[43.33333, 141.86667]"
Nyaung,17969,"Iron, IIIAB",737.6,Fell,1939-01-01,21.20833,94.91667,"[21.20833, 94.91667]"
Nyirábrany,17970,LL5,1100.0,Fell,1914-01-01,47.55,22.025,"[47.55, 22.025]"
Ochansk,17979,H4,500000.0,Fell,1887-01-01,57.78333,55.26667,"[57.78333, 55.26667]"
Oesede,17988,H5,1400.0,Fell,1927-01-01,52.28333,8.05,"[52.28333, 8.05]"
Oesel,17989,L6,6000.0,Fell,1855-01-01,58.5,23.0,"[58.5, 23.0]"
Ofehértó,17990,L6,3750.0,Fell,1900-01-01,47.88333,22.03333,"[47.88333, 22.03333]"
Ogi,17994,H6,14360.0,Fell,1741-01-01,33.28333,130.2,"[33.28333, 130.2]"
Ohaba,17995,H5,16250.0,Fell,1857-01-01,46.06667,23.58333,"[46.06667, 23.58333]"
Ohuma,17996,L5,7700.0,Fell,1963-01-01,6.75,8.5,"[6.75, 8.5]"
Ojuelos Altos,17997,L6,5850.0,Fell,1926-01-01,38.18333,-5.4,"[38.18333, -5.4]"
Okabe,17998,H5,194.0,Fell,1958-01-01,36.18333,139.21667,"[36.18333, 139.21667]"
Okano,18000,"Iron, IIAB",4742.0,Fell,1904-01-01,35.08333,135.2,"[35.08333, 135.2]"
Okniny,18002,LL6,12000.0,Fell,1834-01-01,50.83333,25.5,"[50.83333, 25.5]"
Oldenburg (1930),18009,L6,16570.0,Fell,1930-01-01,52.95,8.16667,"[52.95, 8.16667]"
Olivenza,18013,LL5,150000.0,Fell,1924-01-01,38.71667,-7.06667,"[38.71667, -7.06667]"
Olmedilla de Alarcón,18015,H5,40000.0,Fell,1929-01-01,39.56667,-2.1,"[39.56667, -2.1]"
Omolon,18019,"Pallasite, PMG",250000.0,Fell,1981-01-01,64.02,161.80833,"[64.02, 161.80833]"
Orgueil,18026,CI1,14000.0,Fell,1864-01-01,43.88333,1.38333,"[43.88333, 1.38333]"
Orlando,34489,Eucrite,180.0,Fell,2004-01-01,28.5475,-81.36222,"[28.5475, -81.36222]"
Ornans,18030,CO3.4,6000.0,Fell,1868-01-01,47.11667,6.15,"[47.11667, 6.15]"
Ortenau,18033,Stone-uncl,4500.0,Fell,1671-01-01,48.5,8.0,"[48.5, 8.0]"
Orvinio,18034,H6,3400.0,Fell,1872-01-01,42.13333,12.93333,"[42.13333, 12.93333]"
Oterøy,18042,L6,246.0,Fell,1928-01-01,58.88333,9.4,"[58.88333, 9.4]"
Otomi,18045,H,6510.0,Fell,1867-01-01,38.4,140.35,"[38.4, 140.35]"
Ottawa,18046,LL6,840.0,Fell,1896-01-01,38.6,-95.21667,"[38.6, -95.21667]"
Ouadangou,56729,L5,4440.0,Fell,2003-01-01,12.9,0.08,"[12.9, 0.08]"
Oued el Hadjar,18050,LL6,1215.5,Fell,1986-01-01,30.18,-6.57717,"[30.18, -6.57717]"
Oum Dreyga,31282,H3-5,17000.0,Fell,2003-01-01,24.3,-13.1,"[24.3, -13.1]"
Ourique,18052,H4,20000.0,Fell,1998-01-01,37.60833,-8.28,"[37.60833, -8.28]"
Ovambo,18055,L6,121.5,Fell,1900-01-01,-18.0,16.0,"[-18.0, 16.0]"
Oviedo,18058,H5,205.0,Fell,1856-01-01,43.4,-5.86667,"[43.4, -5.86667]"
Pacula,18068,L6,3400.0,Fell,1881-01-01,21.05,-99.3,"[21.05, -99.3]"
Padvarninkai,18069,Eucrite-mmict,3858.0,Fell,1929-01-01,55.66667,25.0,"[55.66667, 25.0]"
Paitan,18072,H6,515.0,Fell,1910-01-01,17.74333,120.45583,"[17.74333, 120.45583]"
Palca de Aparzo,18074,L5,1430.0,Fell,1988-01-01,-23.11667,-65.1,"[-23.11667, -65.1]"
Palinshih,18077,Iron,18000.0,Fell,1914-01-01,43.48333,118.61667,"[43.48333, 118.61667]"
Palmyra,18079,L3,135.0,Fell,1926-01-01,39.8,-91.5,"[39.8, -91.5]"
