name,id,recclass,mass,fall,year,reclat,reclong,point coordinates
Palolo Valley,18082,H5,682.0,Fell,1949-01-01,21.3,-157.78333,"[21.3, -157.78333]"
Pampanga,18093,L5,10500.0,Fell,1859-01-01,15.08333,120.7,"[15.08333, 120.7]"
Pantar,18098,H5,2130.0,Fell,1938-01-01,8.06667,124.28333,"[8.06667, 124.28333]"
Paragould,18101,LL5,408000.0,Fell,1930-01-01,36.06667,-90.5,"[36.06667, -90.5]"
Parambu,18102,LL5,2000.0,Fell,1967-01-01,-6.23333,-40.7,"[-6.23333, -40.7]"
Paranaiba,18103,L6,100000.0,Fell,1956-01-01,-19.13333,-51.66667,"[-19.13333, -51.66667]"
Park Forest,18106,L5,18000.0,Fell,2003-01-01,41.48472,-87.67917,"[41.48472, -87.67917]"
Parnallee,18108,LL3.6,77600.0,Fell,1857-01-01,9.23333,78.35,"[9.23333, 78.35]"
Parsa,18109,EH3,800.0,Fell,1942-01-01,26.2,85.4,"[26.2, 85.4]"
Pasamonte,18110,Eucrite-pmict,5100.0,Fell,1933-01-01,36.21667,-103.4,"[36.21667, -103.4]"
Patora,18112,H6,4375.0,Fell,1969-01-01,20.93694,82.05,"[20.93694, 82.05]"
Patrimonio,18116,L6,2121.0,Fell,1950-01-01,-19.53333,-48.56667,"[-19.53333, -48.56667]"
Patti,18118,Iron,12.0,Fell,1922-01-01,38.13333,14.96667,"[38.13333, 14.96667]"
Patwar,18171,Mesosiderite-A1,37350.0,Fell,1935-01-01,23.15,91.18333,"[23.15, 91.18333]"
Pavel,18173,H5,2968.0,Fell,1966-01-01,43.46667,25.51667,"[43.46667, 25.51667]"
Pavlodar (stone),18175,H5,142.5,Fell,1938-01-01,52.3,77.03333,"[52.3, 77.03333]"
Pavlograd,18176,L6,40000.0,Fell,1826-01-01,48.53333,35.98333,"[48.53333, 35.98333]"
Pavlovka,18177,Howardite,2000.0,Fell,1882-01-01,52.03333,43.0,"[52.03333, 43.0]"
Peace River,18180,L6,45760.0,Fell,1963-01-01,56.13333,-117.93333,"[56.13333, -117.93333]"
Peckelsheim,18181,Diogenite-pm,117.8,Fell,1953-01-01,51.66667,9.25,"[51.66667, 9.25]"
Peekskill,18782,H6,12570.0,Fell,1992-01-01,41.28333,-73.91667,"[41.28333, -73.91667]"
Peña Blanca Spring,18786,Aubrite,70000.0,Fell,1946-01-01,30.125,-103.11667,"[30.125, -103.11667]"
Peramiho,18792,Eucrite-mmict,165.0,Fell,1899-01-01,-10.66667,35.5,"[-10.66667, 35.5]"
Perpeti,18793,L6,23474.0,Fell,1935-01-01,23.325,91.0,"[23.325, 91.0]"
Perth,18797,LL5,2.0,Fell,1830-01-01,56.4,-3.43333,"[56.4, -3.43333]"
Pervomaisky,18798,L6,66000.0,Fell,1933-01-01,56.63333,39.43333,"[56.63333, 39.43333]"
Pesyanoe,18799,Aubrite,3393.0,Fell,1933-01-01,55.5,66.08333,"[55.5, 66.08333]"
Pétèlkolé,18800,H5,189.0,Fell,1995-01-01,14.052,0.42,"[14.052, 0.42]"
Petersburg,18801,Eucrite-pmict,1800.0,Fell,1855-01-01,35.3,-86.63333,"[35.3, -86.63333]"
Phillips County (stone),18808,L6,57900.0,Fell,1901-01-01,40.0,-99.25,"[40.0, -99.25]"
Phu Hong,18809,H4,500.0,Fell,1887-01-01,11.25,108.58333,"[11.25, 108.58333]"
Phum Sambo,18811,H4,7800.0,Fell,1933-01-01,12.0,105.48333,"[12.0, 105.48333]"
Phuoc-Binh,18812,L5,11000.0,Fell,1941-01-01,15.71667,108.1,"[15.71667, 108.1]"
Piancaldoli,18813,LL3.4,13.1,Fell,1968-01-01,44.24417,11.50222,"[44.24417, 11.50222]"
Pillistfer,18822,EL6,23250.0,Fell,1863-01-01,58.66667,25.73333,"[58.66667, 25.73333]"
Piplia Kalan,18831,Eucrite-mmict,42000.0,Fell,1996-01-01,26.03472,73.94167,"[26.03472, 73.94167]"
Piquetberg,18832,H,37.0,Fell,1881-01-01,-32.86667,18.71667,"[-32.86667, 18.71667]"
Pirgunje,18834,L6,842.0,Fell,1882-01-01,25.8,88.45,"[25.8, 88.45]"
Pirthalla,18835,H6,1161.0,Fell,1884-01-01,29.58333,76.0,"[29.58333, 76.0]"
Pitts,18837,"Iron, IAB-ung",3760.0,Fell,1921-01-01,31.95,-83.51667,"[31.95, -83.51667]"
Plantersville,18846,H6,2085.0,Fell,1930-01-01,30.7,-96.11667,"[30.7, -96.11667]"
Pleşcoi,51706,L5-6,6913.0,Fell,2008-01-01,45.275,26.70972,"[45.275, 26.70972]"
Ploschkovitz,18849,L5,39.0,Fell,1723-01-01,50.53333,14.11667,"[50.53333, 14.11667]"
Pnompehn,18851,L6,96.0,Fell,1868-01-01,11.58333,104.91667,"[11.58333, 104.91667]"
Pohlitz,18853,L5,3000.0,Fell,1819-01-01,50.93333,12.13333,"[50.93333, 12.13333]"
Pokhra,18858,H5,350.0,Fell,1866-01-01,26.71667,82.66667,"[26.71667, 82.66667]"
Pollen,18860,CM2,253.6,Fell,1942-01-01,66.34833,14.015,"[66.34833, 14.015]"
Pontlyfni,18865,Winonaite,157.0,Fell,1931-01-01,53.03639,-4.31944,"[53.03639, -4.31944]"
Portales Valley,18874,H6,71400.0,Fell,1998-01-01,34.175,-103.295,"[34.175, -103.295]"
Portugal,18876,Stone-uncl,4500.0,Fell,1796-01-01,38.5,-8.0,"[38.5, -8.0]"
Po-wang Chen,18879,LL,665.0,Fell,1933-01-01,31.41667,118.5,"[31.41667, 118.5]"
Prambachkirchen,18883,L6,2125.0,Fell,1932-01-01,48.3025,13.94083,"[48.3025, 13.94083]"
Pribram,18887,H5,5555.0,Fell,1959-01-01,49.66667,14.03333,"[49.66667, 14.03333]"
Pricetown,18888,L6,900.0,Fell,1893-01-01,39.11667,-83.85,"[39.11667, -83.85]"
Puerto Lápice,45984,Eucrite-br,500.0,Fell,2007-01-01,39.35,-3.51667,"[39.35, -3.51667]"
Pulsora,18899,H5,560.0,Fell,1863-01-01,23.36667,75.18333,"[23.36667, 75.18333]"
Pultusk,18901,H5,250000.0,Fell,1868-01-01,52.76667,21.26667,"[52.76667, 21.26667]"
Punganaru,18902,Stone-uncl,100.0,Fell,1811-01-01,13.33333,78.95,"[13.33333, 78.95]"
Putinga,18905,L6,300000.0,Fell,1937-01-01,-29.03333,-53.05,"[-29.03333, -53.05]"
Qidong,18907,L/LL5,1275.0,Fell,1982-01-01,32.08333,121.5,"[32.08333, 121.5]"
Qingzhen,18908,EH3,2600.0,Fell,1976-01-01,26.53333,106.46667,"[26.53333, 106.46667]"
Queen's Mercy,22357,H6,7000.0,Fell,1925-01-01,-30.11667,28.7,"[-30.11667, 28.7]"
Quenggouk,22358,H4,6045.0,Fell,1857-01-01,17.76667,95.18333,"[17.76667, 95.18333]"
Quesa,22360,"Iron, IAB-ung",10750.0,Fell,1898-01-01,39.0,-0.66667,"[39.0, -0.66667]"
Quija,22361,H,17450.0,Fell,1990-01-01,44.61667,126.13333,"[44.61667, 126.13333]"
Quincay,22363,L6,65.0,Fell,1851-01-01,46.6,0.25,"[46.6, 0.25]"
Raco,22368,H5,5000.0,Fell,1957-01-01,-26.66667,-65.45,"[-26.66667, -65.45]"
Raghunathpura,22371,"Iron, IIAB",10200.0,Fell,1986-01-01,27.72528,76.465,"[27.72528, 76.465]"
Rahimyar Khan,31302,L5,67225.0,Fell,1983-01-01,28.225,70.2,"[28.225, 70.2]"
Rakovka,22376,L6,9000.0,Fell,1878-01-01,52.98333,37.03333,"[52.98333, 37.03333]"
Ramnagar,22384,L6,3766.0,Fell,1940-01-01,26.45,82.9,"[26.45, 82.9]"
Rampurhat,22385,LL,100.0,Fell,1916-01-01,24.16667,87.76667,"[24.16667, 87.76667]"
Ramsdorf,22386,L6,4682.0,Fell,1958-01-01,51.88333,6.93333,"[51.88333, 6.93333]"
Ranchapur,22387,H4,290.4,Fell,1917-01-01,23.98333,87.08333,"[23.98333, 87.08333]"
Rancho de la Presa,22390,H5,300.0,Fell,1899-01-01,19.86667,-100.81667,"[19.86667, -100.81667]"
Rangala,22392,L6,3224.5,Fell,1937-01-01,25.38333,72.01667,"[25.38333, 72.01667]"
Raoyang,22394,L6,4910.0,Fell,1919-01-01,38.2,115.7,"[38.2, 115.7]"
Ras Tanura,22395,H6,6.1,Fell,1961-01-01,26.66667,50.15,"[26.66667, 50.15]"
Rasgrad,22396,Stone-uncl,24700.0,Fell,1740-01-01,43.5,26.53333,"[43.5, 26.53333]"
Ratyn,22398,Stone-uncl,910.0,Fell,1880-01-01,52.2,17.98333,"[52.2, 17.98333]"
Red Canyon Lake,53502,H5,18.41,Fell,2007-01-01,38.13742,-119.75812,"[38.13742, -119.75812]"
Reliegos,22584,L5,17300.0,Fell,1947-01-01,42.475,-5.33333,"[42.475, -5.33333]"
Rembang,22585,"Iron, IVA",10000.0,Fell,1919-01-01,-6.73333,111.36667,"[-6.73333, 111.36667]"
Renazzo,22586,CR2,1000.0,Fell,1824-01-01,44.76667,11.28333,"[44.76667, 11.28333]"
Renca,22587,L5,300.0,Fell,1925-01-01,-32.75,-65.28333,"[-32.75, -65.28333]"
Renqiu,22589,L6,355.0,Fell,1916-01-01,38.66667,116.13333,"[38.66667, 116.13333]"
Repeev Khutor,22590,"Iron, IIF",7000.0,Fell,1933-01-01,48.6,45.66667,"[48.6, 45.66667]"
Revelstoke,22592,CI1,1.0,Fell,1965-01-01,51.33333,-118.95,"[51.33333, -118.95]"
Rewari,22593,L6,3332.0,Fell,1929-01-01,28.2,76.66667,"[28.2, 76.66667]"
Rich Mountain,22597,L6,668.0,Fell,1903-01-01,35.03333,-83.03333,"[35.03333, -83.03333]"
Uzcudun,24140,L,20000.0,Fell,1948-01-01,-44.11667,-66.15,"[-44.11667, -66.15]"
Richardton,22599,H5,90000.0,Fell,1918-01-01,46.88333,-102.31667,"[46.88333, -102.31667]"
Richland Springs,22602,OC,1900.0,Fell,1980-01-01,31.25,-99.03333,"[31.25, -99.03333]"
Richmond,22603,LL5,1800.0,Fell,1828-01-01,37.46667,-77.5,"[37.46667, -77.5]"
Rio Negro,22611,L4,1310.0,Fell,1934-01-01,-26.1,-49.8,"[-26.1, -49.8]"
Rivolta de Bassi,22614,Stone-uncl,103.3,Fell,1491-01-01,45.48333,9.51667,"[45.48333, 9.51667]"
Rochester,22637,H6,340.0,Fell,1876-01-01,41.08333,-86.28333,"[41.08333, -86.28333]"
Rockhampton,22640,Stone-uncl,1641.0,Fell,1895-01-01,-23.38333,150.51667,"[-23.38333, 150.51667]"
Roda,22641,Diogenite,400.0,Fell,1871-01-01,42.3,0.55,"[42.3, 0.55]"
Rodach,22642,Stone-uncl,2900.0,Fell,1775-01-01,50.35,10.8,"[50.35, 10.8]"
Rose City,22766,H5,10600.0,Fell,1921-01-01,44.51667,-83.95,"[44.51667, -83.95]"
Rowton,22773,"Iron, IIIAB",3500.0,Fell,1876-01-01,52.76667,-2.51667,"[52.76667, -2.51667]"
Ruhobobo,22780,L6,465.5,Fell,1976-01-01,-1.45,29.83333,"[-1.45, 29.83333]"
Rumuruti,22782,R3.8-6,67.0,Fell,1934-01-01,0.26667,36.53333,"[0.26667, 36.53333]"
Rupota,22783,L4-6,6000.0,Fell,1949-01-01,-10.26667,38.76667,"[-10.26667, 38.76667]"
Ryechki,22791,L5,13000.0,Fell,1914-01-01,51.13333,34.5,"[51.13333, 34.5]"
Sabetmahet,22792,H5,1250.0,Fell,1855-01-01,27.43333,82.08333,"[27.43333, 82.08333]"
Sabrum,22793,LL6,478.0,Fell,1999-01-01,23.08333,91.66667,"[23.08333, 91.66667]"
Saint-Sauveur,23101,EH5,14000.0,Fell,1914-01-01,43.73333,1.38333,"[43.73333, 1.38333]"
Saint-Séverin,23102,LL6,271000.0,Fell,1966-01-01,45.3,0.23333,"[45.3, 0.23333]"
Sakauchi,23103,Iron,4180.0,Fell,1913-01-01,35.66667,136.3,"[35.66667, 136.3]"
Salem,23107,L6,61.4,Fell,1981-01-01,44.97917,-122.96944,"[44.97917, -122.96944]"
Salles,23111,L5,9000.0,Fell,1798-01-01,46.05,4.63333,"[46.05, 4.63333]"
Salzwedel,23114,LL5,43.0,Fell,1985-01-01,52.75,11.05,"[52.75, 11.05]"
Samelia,23115,"Iron, IIIAB",2462.0,Fell,1921-01-01,25.66667,74.86667,"[25.66667, 74.86667]"
San Juan Capistrano,23128,H6,56.0,Fell,1973-01-01,33.48472,-117.6625,"[33.48472, -117.6625]"
San Michele,31315,L6,237.0,Fell,2002-01-01,43.66667,13.0,"[43.66667, 13.0]"
San Pedro de Quiles,23130,L6,282.0,Fell,1956-01-01,-31.01667,-71.4,"[-31.01667, -71.4]"
San Pedro Jacuaro,34063,LL6,460.0,Fell,1968-01-01,19.76667,-100.65,"[19.76667, -100.65]"
Santa Barbara,23161,L4,400.0,Fell,1873-01-01,-29.2,-51.86667,"[-29.2, -51.86667]"
Santa Cruz,23164,CM2,60.0,Fell,1939-01-01,24.16667,-99.33333,"[24.16667, -99.33333]"
Santa Isabel,23165,L6,5500.0,Fell,1924-01-01,-33.9,-61.7,"[-33.9, -61.7]"
Santa Lucia (2008),50909,L6,4000.0,Fell,2008-01-01,-31.535556,-68.489444,"[-31.535556, -68.489444]"
São Jose do Rio Preto,23171,H4,927.0,Fell,1962-01-01,-20.81,-49.38056,"[-20.81, -49.38056]"
Saratov,23176,L4,200000.0,Fell,1918-01-01,52.55,46.55,"[52.55, 46.55]"
Sasagase,23187,H,695.0,Fell,1688-01-01,34.71667,137.78333,"[34.71667, 137.78333]"
Sauguis,23188,L6,4000.0,Fell,1868-01-01,43.15,-0.85,"[43.15, -0.85]"
Savtschenskoje,23190,LL4,2500.0,Fell,1894-01-01,47.21667,29.86667,"[47.21667, 29.86667]"
Sayama,23192,CM2,430.0,Fell,1986-01-01,35.86667,139.4,"[35.86667, 139.4]"
Sazovice,23455,L5,412.0,Fell,1934-01-01,49.23333,17.56667,"[49.23333, 17.56667]"
Schellin,23457,L,7000.0,Fell,1715-01-01,53.35,15.05,"[53.35, 15.05]"
Schenectady,23458,H5,283.3,Fell,1968-01-01,42.86083,-73.95028,"[42.86083, -73.95028]"
Schönenberg,23460,L6,8000.0,Fell,1846-01-01,48.11667,10.46667,"[48.11667, 10.46667]"
Searsmont,23472,H5,5400.0,Fell,1871-01-01,44.36667,-69.2,"[44.36667, -69.2]"
Sediköy,23473,L6,240.0,Fell,1917-01-01,38.3,27.13333,"[38.3, 27.13333]"
Segowlie,23476,LL6,6930.0,Fell,1853-01-01,26.75,84.78333,"[26.75, 84.78333]"
Selakopi,23481,H5,1590.0,Fell,1939-01-01,-7.23333,107.33333,"[-7.23333, 107.33333]"
Seldebourak,23483,H5,150.0,Fell,1947-01-01,22.83333,4.98333,"[22.83333, 4.98333]"
Semarkona,23487,LL3.00,691.0,Fell,1940-01-01,22.25,79.0,"[22.25, 79.0]"
Sena,23495,H4,4000.0,Fell,1773-01-01,41.71667,-0.05,"[41.71667, -0.05]"
Senboku,23496,H6,866.0,Fell,1993-01-01,39.43833,140.51167,"[39.43833, 140.51167]"
Seoni,23500,H6,20000.0,Fell,1966-01-01,21.68389,79.50083,"[21.68389, 79.50083]"
Seres,23501,H4,8500.0,Fell,1818-01-01,41.05,23.56667,"[41.05, 23.56667]"
Serra de Magé,23502,Eucrite-cm,1800.0,Fell,1923-01-01,-8.38333,-36.76667,"[-8.38333, -36.76667]"
Sete Lagoas,23504,H4,350.0,Fell,1908-01-01,-19.46667,-44.21667,"[-19.46667, -44.21667]"
Sevilla,23508,LL4,180.0,Fell,1862-01-01,37.41667,-6.0,"[37.41667, -6.0]"
Sevrukovo,23509,L5,101000.0,Fell,1874-01-01,50.61667,36.6,"[50.61667, 36.6]"
Sfax,23512,L6,7000.0,Fell,1989-01-01,34.75,10.71667,"[34.75, 10.71667]"
Shalka,23521,Diogenite,4000.0,Fell,1850-01-01,23.1,87.3,"[23.1, 87.3]"
Sharps,23525,H3.4,1265.0,Fell,1921-01-01,37.83333,-76.7,"[37.83333, -76.7]"
Shelburne,23529,L5,18600.0,Fell,1904-01-01,44.05,-80.16667,"[44.05, -80.16667]"
Shergotty,23530,Martian (shergottite),5000.0,Fell,1865-01-01,24.55,84.83333,"[24.55, 84.83333]"
Sheyang,23531,L6,605.0,Fell,1976-01-01,33.65,120.06667,"[33.65, 120.06667]"
Shikarpur,23534,L6,3679.7,Fell,1921-01-01,25.85,87.5775,"[25.85, 87.5775]"
Shuangyang,23582,H5,3900.0,Fell,1971-01-01,43.5,125.66667,"[43.5, 125.66667]"
Shupiyan,23583,H6,5000.0,Fell,1912-01-01,33.71667,74.83333,"[33.71667, 74.83333]"
Shytal,23584,L6,3200.0,Fell,1863-01-01,24.33333,90.16667,"[24.33333, 90.16667]"
Siena,23586,LL5,3700.0,Fell,1794-01-01,43.11667,11.6,"[43.11667, 11.6]"
Sikhote-Alin,23593,"Iron, IIAB",23000000.0,Fell,1947-01-01,46.16,134.65333,"[46.16, 134.65333]"
Silao,23594,H5,1710.0,Fell,1995-01-01,20.93333,-101.38333,"[20.93333, -101.38333]"
Silistra,55584,Achondrite-ung,0.15,Fell,1917-01-01,44.11667,27.26667,"[44.11667, 27.26667]"
Simmern,23603,H5,1222.0,Fell,1920-01-01,49.98333,7.53333,"[49.98333, 7.53333]"
Sinai,23606,L6,1455.0,Fell,1916-01-01,30.9,32.48333,"[30.9, 32.48333]"
Sindhri,23611,H5,8400.0,Fell,1901-01-01,26.21667,69.55,"[26.21667, 69.55]"
Sinnai,23613,H6,2000.0,Fell,1956-01-01,39.3,9.2,"[39.3, 9.2]"
Sioux County,23614,Eucrite-mmict,4100.0,Fell,1933-01-01,42.58333,-103.66667,"[42.58333, -103.66667]"
Sitathali,23616,H5,1600.0,Fell,1875-01-01,20.91667,82.58333,"[20.91667, 82.58333]"
Sivas,23617,H6,40000.0,Fell,1989-01-01,39.82467,36.13583,"[39.82467, 36.13583]"
Sixiangkou,23619,L5,630.0,Fell,1989-01-01,32.43333,119.86667,"[32.43333, 119.86667]"
Ski,23621,L6,850.0,Fell,1848-01-01,59.73333,10.86667,"[59.73333, 10.86667]"
Slavetic,23626,H5,1708.0,Fell,1868-01-01,45.68333,15.6,"[45.68333, 15.6]"
Slobodka,23645,L4,2750.0,Fell,1818-01-01,55.0,35.0,"[55.0, 35.0]"
Soheria,23660,OC,72.9,Fell,1960-01-01,27.13333,84.06667,"[27.13333, 84.06667]"
Soko-Banja,23661,LL4,80000.0,Fell,1877-01-01,43.66667,21.86667,"[43.66667, 21.86667]"
Sologne,23663,H5,54.0,Fell,1860-01-01,47.36667,1.73333,"[47.36667, 1.73333]"
Sołtmany,53829,L6,1066.0,Fell,2011-01-01,54.00883,22.005,"[54.00883, 22.005]"
Sone,23667,H5,17100.0,Fell,1866-01-01,35.16667,135.33333,"[35.16667, 135.33333]"
Songyuan,23668,L6,36900.0,Fell,1993-01-01,45.25,125.0,"[45.25, 125.0]"
Sopot,23670,OC,958.0,Fell,1927-01-01,44.41667,23.5,"[44.41667, 23.5]"
Soroti,23671,"Iron, ungrouped",2050.0,Fell,1945-01-01,1.7,33.63333,"[1.7, 33.63333]"
St. Caprais-de-Quinsac,23081,L6,360.0,Fell,1883-01-01,44.75,0.05,"[44.75, 0.05]"
St. Christophe-la-Chartreuse,23082,L6,5500.0,Fell,1841-01-01,46.95,-1.5,"[46.95, -1.5]"
St. Denis Westrem,23083,L6,700.0,Fell,1855-01-01,51.05,3.75,"[51.05, 3.75]"
St. Germain-du-Pinel,23087,H6,4000.0,Fell,1890-01-01,48.01667,-1.15,"[48.01667, -1.15]"
St. Louis,23089,H4,1000.0,Fell,1950-01-01,38.7,-90.23333,"[38.7, -90.23333]"
St. Mark's,23090,EH5,13780.0,Fell,1903-01-01,-32.01667,27.41667,"[-32.01667, 27.41667]"
St. Mary's County,23091,LL3.3,24.3,Fell,1919-01-01,38.16667,-76.38333,"[38.16667, -76.38333]"
St. Mesmin,23092,LL6,8300.0,Fell,1866-01-01,48.45,3.93333,"[48.45, 3.93333]"
St. Michel,23093,L6,17000.0,Fell,1910-01-01,61.65,27.2,"[61.65, 27.2]"
St.-Chinian,23097,L6,134.3,Fell,1959-01-01,43.43333,2.95,"[43.43333, 2.95]"
Ställdalen,23712,H5,34000.0,Fell,1876-01-01,59.93333,14.95,"[59.93333, 14.95]"
Stannern,23713,Eucrite-mmict,52000.0,Fell,1808-01-01,49.28333,15.56667,"[49.28333, 15.56667]"
Stavropol,23717,L6,1500.0,Fell,1857-01-01,45.05,41.98333,"[45.05, 41.98333]"
Ste. Marguerite,23099,H4,4960.0,Fell,1962-01-01,50.76667,3.0,"[50.76667, 3.0]"
Sterlitamak,23724,"Iron, IIIAB",325000.0,Fell,1990-01-01,53.66667,55.98333,"[53.66667, 55.98333]"
Stratford,23728,L6,50.0,Fell,1974-01-01,41.2,-73.13333,"[41.2, -73.13333]"
Strathmore,23729,L6,13400.0,Fell,1917-01-01,56.58333,-3.25,"[56.58333, -3.25]"
Stretchleigh,23732,Stone-uncl,10400.0,Fell,1623-01-01,50.38333,-3.95,"[50.38333, -3.95]"
St-Robert,23733,H5,25400.0,Fell,1994-01-01,45.96861,-72.97806,"[45.96861, -72.97806]"
Success,23736,L6,3500.0,Fell,1924-01-01,36.48333,-90.66667,"[36.48333, -90.66667]"
Suchy Dul,23737,L6,815.3,Fell,1969-01-01,50.53806,16.26333,"[50.53806, 16.26333]"
Suizhou,23738,L6,260000.0,Fell,1986-01-01,31.61667,113.46667,"[31.61667, 113.46667]"
Sulagiri,48951,LL6,110000.0,Fell,2008-01-01,12.66667,78.03333,"[12.66667, 78.03333]"
Sultanpur,23741,L/LL6,1710.5,Fell,1916-01-01,25.93333,84.28333,"[25.93333, 84.28333]"
Sungach,23745,H5,637.0,Fell,1935-01-01,44.86667,133.16667,"[44.86667, 133.16667]"
Supuhee,23760,H6,7235.0,Fell,1865-01-01,26.71667,84.21667,"[26.71667, 84.21667]"
Sutter's Mill,55529,C,992.5,Fell,2012-01-01,38.80389,-120.90806,"[38.80389, -120.90806]"
Sylacauga,23773,H4,5560.0,Fell,1954-01-01,33.18836,-86.2945,"[33.18836, -86.2945]"
Tabor,23776,H5,7540.0,Fell,1753-01-01,49.4,14.65,"[49.4, 14.65]"
Tadjera,23778,L5,9000.0,Fell,1867-01-01,36.18333,5.41667,"[36.18333, 5.41667]"
Tagish Lake,23782,C2-ung,10000.0,Fell,2000-01-01,59.70444,-134.20139,"[59.70444, -134.20139]"
Tahara,23784,H4/5,1000.0,Fell,1991-01-01,34.72,137.305,"[34.72, 137.305]"
Takenouchi,23789,H5,720.0,Fell,1880-01-01,35.38333,134.9,"[35.38333, 134.9]"
Tambakwatu,23795,L6,10500.0,Fell,1975-01-01,-7.75,112.76667,"[-7.75, 112.76667]"
Tamdakht,48691,H5,100000.0,Fell,2008-01-01,31.16333,-7.015,"[31.16333, -7.015]"
Tané,23801,L5,905.0,Fell,1918-01-01,35.43333,136.23333,"[35.43333, 136.23333]"
Taonan,23873,L5,3850.0,Fell,1965-01-01,45.4,122.9,"[45.4, 122.9]"
Tatahouine,23884,Diogenite,12000.0,Fell,1931-01-01,32.95,10.41667,"[32.95, 10.41667]"
Tathlith,23885,L6,2500.0,Fell,1967-01-01,19.38333,43.73333,"[19.38333, 43.73333]"
Tauk,23887,L6,6000.0,Fell,1929-01-01,35.13333,44.45,"[35.13333, 44.45]"
Tauti,23888,L6,21000.0,Fell,1937-01-01,46.71667,23.5,"[46.71667, 23.5]"
Tenham,23897,L6,160000.0,Fell,1879-01-01,-25.73333,142.95,"[-25.73333, 142.95]"
Tennasilm,23898,L4,28500.0,Fell,1872-01-01,58.03333,26.95,"[58.03333, 26.95]"
Thal,23908,H6,342.0,Fell,1950-01-01,33.4,70.6,"[33.4, 70.6]"
Thika,54493,L6,14200.0,Fell,2011-01-01,-1.00278,37.15028,"[-1.00278, 37.15028]"
Thuathe,23976,H4/5,45300.0,Fell,2002-01-01,-29.33333,27.58333,"[-29.33333, 27.58333]"
Tianzhang,23984,H5,2232.0,Fell,1986-01-01,32.94667,118.99,"[32.94667, 118.99]"
Tieschitz,23989,H/L3.6,28000.0,Fell,1878-01-01,49.6,17.11667,"[49.6, 17.11667]"
Tilden,23998,L6,74800.0,Fell,1927-01-01,38.2,-89.68333,"[38.2, -89.68333]"
Tillaberi,23999,L6,3000.0,Fell,1970-01-01,14.25,1.53333,"[14.25, 1.53333]"
Timochin,24004,H5,65500.0,Fell,1807-01-01,54.5,35.2,"[54.5, 35.2]"
Tirupati,24009,H6,230.0,Fell,1934-01-01,13.63333,79.41667,"[13.63333, 79.41667]"
Tissint,54823,Martian (shergottite),7000.0,Fell,2011-01-01,29.48195,-7.61123,"[29.48195, -7.61123]"
Tjabe,24011,H6,20000.0,Fell,1869-01-01,-7.08333,111.53333,"[-7.08333, 111.53333]"
Tjerebon,24012,L5,16500.0,Fell,1922-01-01,-6.66667,106.58333,"[-6.66667, 106.58333]"
Tomakovka,24019,LL6,600.0,Fell,1905-01-01,47.85,34.76667,"[47.85, 34.76667]"
